index,per1,per2,per3,per4,per5
137119,1.0,1.0,0.67,1.0,0
137120,1.0,1.0,1.0,1.0,0
137121,1.0,1.0,1.0,1.0,0
137122,1.0,1.0,1.0,1.0,0
137123,1.0,1.0,1.0,1.0,0
137124,1.0,1.0,1.0,1.0,0
137125,1.0,1.0,1.0,1.0,0
137126,1.0,1.0,1.0,1.0,0
137127,1.0,1.0,1.0,1.0,0
137128,1.0,1.0,1.0,1.0,0
137129,1.0,1.0,1.0,1.0,0
137130,1.0,1.0,1.0,1.0,0
137131,1.0,1.0,1.0,1.0,0
137132,1.0,1.0,1.0,1.0,0
137133,1.0,1.0,1.0,1.0,0
137134,1.0,1.0,1.0,1.0,0
137135,1.0,1.0,1.0,1.0,0
137136,1.0,1.0,1.0,1.0,0
137137,1.0,1.0,1.0,1.0,0
137138,1.0,1.0,1.0,1.0,0
137139,1.0,1.0,1.0,1.0,0
137140,1.0,1.0,1.0,1.0,0
137141,1.0,1.0,1.0,1.0,0
137142,1.0,1.0,1.0,1.0,0
137143,1.0,1.0,1.0,1.0,0
137144,1.0,1.0,1.0,1.0,0
137145,1.0,0.5,1.0,1.0,0
137146,1.0,1.0,1.0,1.0,0
137147,1.0,1.0,1.0,1.0,0
137148,1.0,1.0,1.0,1.0,0
137149,1.0,0.8,0.87,0.67,0
137150,1.0,0.67,0.67,1.0,0
137151,1.0,1.0,1.0,1.0,0
137152,1.0,1.0,1.0,1.0,0
137153,1.0,1.0,1.0,1.0,0
137154,1.0,1.0,1.0,1.0,0
137155,1.0,0.67,1.0,0.67,0
137156,1.0,1.0,1.0,1.0,0
137157,1.0,1.0,1.0,1.0,0
137158,1.0,1.0,1.0,1.0,0
137159,1.0,1.0,1.0,1.0,0
137160,1.0,1.0,1.0,1.0,0
137161,1.0,1.0,1.0,1.0,0
137162,1.0,1.0,1.0,1.0,0
137163,0.5,0.5,0.75,0.38,0
137164,1.0,1.0,1.0,1.0,0
137165,1.0,1.0,1.0,0.5,0
137166,1.0,1.0,1.0,1.0,0
137167,0.97,0.92,0.96,0.84,0
137168,0.89,0.7,0.89,0.88,0
137169,0.9,0.8,0.98,0.74,0
137170,0.95,0.87,0.89,0.97,0
137171,0.95,0.89,0.96,0.88,0
137172,0.92,0.91,0.92,0.94,0
137173,0.83,0.84,0.82,0.9,0
137174,0.98,0.57,0.52,0.53,0
137175,0.63,0.88,0.96,0.93,0
137176,0.98,0.59,0.98,0.95,0
137177,0.82,0.95,0.97,0.66,0
137178,0.62,0.98,0.98,0.56,0
137179,0.95,0.94,1.0,0.87,0
137180,0.75,0.74,0.98,0.84,0
137181,0.96,0.76,0.79,0.92,0
137182,1.0,0.74,0.99,0.88,0
137183,0.66,0.61,0.98,0.99,0
137184,0.68,0.99,0.93,0.99,0
137185,0.8,0.73,0.65,0.83,0
137186,0.9,0.69,0.93,0.73,0
137187,0.82,0.91,0.86,0.97,0
137188,0.93,0.69,0.63,0.96,0
137189,0.99,0.96,0.99,0.89,0
137190,0.99,0.67,0.91,0.75,0
137191,0.94,0.5,0.96,0.57,0
137192,0.97,0.92,0.98,0.92,0
137193,0.95,0.77,0.77,0.76,0
137194,0.79,0.85,0.82,0.82,0
137195,0.96,0.85,0.77,0.91,0
137196,0.98,0.93,0.98,1.0,0
137197,0.96,0.82,1.0,1.0,0
137198,0.92,0.57,0.51,0.98,0
137199,1.0,1.0,1.0,0.92,0
137200,0.9,1.0,0.92,1.0,0
137201,0.93,0.84,0.89,0.87,0
137202,1.0,0.56,0.96,0.54,0
137203,0.52,0.59,0.56,0.89,0
137204,0.83,0.98,0.65,0.76,0
137205,0.98,0.98,0.9,0.93,0
137206,0.98,0.98,0.69,0.71,0
137207,0.98,0.78,0.61,0.68,0
137208,0.96,0.89,1.0,0.89,0
137209,0.93,0.84,0.77,0.98,0
137210,0.97,0.89,0.83,0.94,0
137211,0.49,0.95,0.76,0.68,0
137212,0.8,0.91,0.78,0.93,0
137213,0.82,0.95,0.97,0.87,0
137214,0.78,0.92,0.94,0.86,0
137215,0.91,0.86,0.66,0.89,0
137216,0.92,0.92,0.97,0.86,0
137217,0.83,0.7,0.7,0.97,0
137218,0.92,0.9,0.56,0.51,0
137219,0.97,0.81,0.94,0.9,0
137220,0.9,0.79,0.79,1.0,0
137221,0.79,0.86,0.79,0.96,0
137222,0.73,0.88,0.91,0.82,0
137223,0.87,0.97,1.0,1.0,0
137224,0.93,0.79,0.83,0.9,0
137225,0.97,1.0,0.61,0.63,0
137226,0.93,0.82,0.64,0.96,0
137227,0.65,1.0,0.62,0.65,0
137228,0.92,1.0,1.0,0.96,0
137229,0.84,1.0,0.94,0.91,0
137230,1.0,0.74,1.0,1.0,0
137231,0.9,0.93,0.86,0.93,0
137232,0.93,0.68,0.93,0.64,0
137233,0.67,0.89,1.0,1.0,0
137234,0.91,0.65,0.83,0.83,0
137235,0.68,0.92,0.96,1.0,0
137236,1.0,0.74,0.78,0.96,0
137237,0.58,0.96,0.85,0.85,0
137238,0.96,1.0,0.8,0.96,0
137239,1.0,0.52,1.0,0.71,0
137240,0.55,0.95,0.75,0.75,0
137241,0.85,0.8,0.8,0.85,0
137242,0.7,0.83,0.74,0.57,0
137243,1.0,0.62,0.83,0.58,0
137244,0.95,0.89,0.68,0.95,0
137245,0.94,0.81,0.94,0.81,0
137246,1.0,0.89,0.5,0.67,0
137247,0.71,0.83,0.96,0.62,0
137248,0.95,0.89,0.84,0.84,0
137249,1.0,0.86,1.0,1.0,0
137250,0.6,0.93,0.73,0.67,0
137251,0.94,0.89,1.0,0.94,0
137252,0.94,0.75,1.0,1.0,0
137253,1.0,1.0,0.86,0.86,0
137254,0.69,1.0,0.94,1.0,0
137255,0.5,0.79,0.5,0.5,0
137256,1.0,0.63,1.0,1.0,0
137257,0.92,1.0,1.0,0.69,0
137258,1.0,1.0,0.62,0.92,0
137259,0.85,0.77,0.92,1.0,0
137260,1.0,0.75,0.5,1.0,0
137261,0.62,0.92,0.77,0.62,0
137262,1.0,0.91,0.91,0.91,0
137263,0.9,0.7,0.9,0.7,0
137264,0.85,0.92,0.92,0.92,0
137265,0.94,1.0,0.88,0.94,0
137266,1.0,0.93,1.0,1.0,0
137267,1.0,0.9,1.0,1.0,0
137268,1.0,0.64,1.0,0.64,0
137269,0.8,0.9,1.0,0.8,0
137270,0.91,0.91,1.0,0.91,0
137271,0.88,0.88,1.0,0.88,0
137272,0.82,0.82,0.73,0.91,0
137273,0.67,0.78,1.0,1.0,0
137274,1.0,0.89,1.0,0.89,0
137275,1.0,0.88,1.0,1.0,0
137276,0.64,0.82,0.91,0.91,0
137277,0.67,1.0,1.0,0.67,0
137278,0.67,1.0,1.0,0.78,0
137279,0.9,1.0,0.8,0.9,0
137280,0.5,0.9,0.7,0.7,0
137281,0.8,0.8,1.0,1.0,0
137282,1.0,1.0,0.8,1.0,0
137283,0.56,1.0,0.78,1.0,0
137284,1.0,0.67,1.0,0.89,0
137285,0.88,0.88,0.88,1.0,0
137286,1.0,0.78,1.0,1.0,0
137287,1.0,1.0,1.0,0.86,0
137288,0.86,0.71,1.0,0.86,0
137289,0.71,1.0,0.71,0.71,0
137290,0.75,0.62,1.0,0.75,0
137291,1.0,1.0,1.0,0.6,0
137292,0.9,0.9,0.7,0.9,0
137293,1.0,1.0,0.57,0.57,0
137294,0.62,1.0,0.62,0.75,0
137295,1.0,1.0,0.83,1.0,0
137296,1.0,1.0,0.85,1.0,0
137297,0.86,0.86,0.71,1.0,0
137298,0.71,0.86,1.0,0.86,0
137299,1.0,0.86,1.0,1.0,0
137300,1.0,1.0,1.0,0.67,0
137301,1.0,0.83,1.0,1.0,0
137302,0.83,0.83,0.83,0.83,0
137303,1.0,0.83,0.67,1.0,0
137304,1.0,1.0,0.57,1.0,0
137305,0.67,1.0,0.56,0.56,0
137306,0.8,0.8,0.8,0.6,0
137307,0.44,0.78,1.0,0.78,0
137308,1.0,0.83,0.83,0.83,0
137309,1.0,1.0,1.0,0.6,0
137310,1.0,0.8,1.0,1.0,0
137311,0.83,0.83,1.0,0.83,0
137312,0.86,0.86,0.71,1.0,0
137313,1.0,1.0,1.0,1.0,0
137314,0.5,0.5,1.0,1.0,0
137315,1.0,1.0,0.6,1.0,0
137316,1.0,0.8,0.8,0.6,0
137317,1.0,0.75,0.75,0.75,0
137318,1.0,0.83,1.0,1.0,0
137319,1.0,1.0,1.0,1.0,0
137320,0.67,0.67,1.0,1.0,0
137321,1.0,0.67,1.0,1.0,0
137322,1.0,1.0,1.0,0.67,0
137323,1.0,1.0,1.0,1.0,0
137324,1.0,1.0,1.0,1.0,0
137325,1.0,1.0,0.5,0.5,0
137326,0.6,0.6,0.6,0.6,0
137327,0.67,0.67,0.67,0.67,0
137328,1.0,0.67,1.0,0.67,0
137329,1.0,1.0,0.75,1.0,0
137330,0.75,0.5,0.75,0.75,0
137331,1.0,1.0,1.0,1.0,0
137332,1.0,1.0,1.0,1.0,0
137333,0.86,0.57,1.0,0.86,0
137334,1.0,1.0,0.67,1.0,0
137335,1.0,1.0,0.5,0.5,0
137336,1.0,1.0,0.75,1.0,0
137337,1.0,0.5,1.0,1.0,0
137338,1.0,1.0,1.0,1.0,0
137339,1.0,1.0,1.0,1.0,0
137340,1.0,1.0,1.0,1.0,0
137341,0.75,0.75,1.0,1.0,0
137342,1.0,1.0,1.0,1.0,0
137343,1.0,1.0,1.0,0.75,0
137344,0.71,0.71,0.71,0.57,0
137345,1.0,1.0,1.0,1.0,0
137346,1.0,1.0,1.0,1.0,0
137347,1.0,1.0,1.0,1.0,0
137348,1.0,1.0,1.0,1.0,0
137349,1.0,1.0,1.0,1.0,0
137350,1.0,1.0,1.0,1.0,0
137351,1.0,1.0,0.67,0.67,0
137352,0.5,1.0,1.0,1.0,0
137353,0.5,0.5,1.0,0.67,0
137354,0.8,0.8,1.0,1.0,0
137355,1.0,1.0,1.0,1.0,0
137356,1.0,0.75,1.0,1.0,0
137357,1.0,1.0,1.0,1.0,0
137358,1.0,1.0,1.0,1.0,0
137359,1.0,1.0,1.0,1.0,0
137360,1.0,1.0,1.0,1.0,0
137361,1.0,1.0,1.0,1.0,0
137362,1.0,1.0,1.0,1.0,0
137363,1.0,1.0,1.0,1.0,0
137364,1.0,1.0,1.0,1.0,0
137365,0.8,1.0,0.8,1.0,0
137366,0.75,0.5,0.75,0.5,0
137367,1.0,0.5,0.5,0.5,0
137368,1.0,1.0,1.0,1.0,0
137369,1.0,1.0,0.67,1.0,0
137370,1.0,1.0,1.0,1.0,0
137371,1.0,1.0,0.5,1.0,0
137372,1.0,1.0,1.0,1.0,0
137373,0.75,1.0,0.75,0.75,0
137374,1.0,1.0,1.0,1.0,0
137375,1.0,1.0,1.0,1.0,0
137376,1.0,1.0,1.0,1.0,0
137377,1.0,1.0,1.0,1.0,0
137378,0.5,1.0,1.0,0.75,0
137379,1.0,1.0,1.0,1.0,0
137380,1.0,1.0,1.0,1.0,0
137381,1.0,1.0,1.0,1.0,0
137382,1.0,1.0,1.0,1.0,0
137383,1.0,1.0,1.0,1.0,0
137384,1.0,0.5,1.0,0.5,0
137385,1.0,1.0,1.0,1.0,0
137386,1.0,1.0,1.0,1.0,0
137387,1.0,1.0,1.0,1.0,0
137388,1.0,1.0,1.0,1.0,0
137389,1.0,1.0,1.0,1.0,0
137390,1.0,1.0,1.0,1.0,0
137391,1.0,1.0,1.0,1.0,0
137392,1.0,1.0,1.0,1.0,0
137393,1.0,1.0,1.0,1.0,0
137394,1.0,1.0,1.0,1.0,0
137395,1.0,1.0,1.0,1.0,0
137396,1.0,1.0,1.0,1.0,0
137397,1.0,1.0,1.0,1.0,0
137398,0.67,1.0,1.0,1.0,0
137399,1.0,1.0,1.0,1.0,0
137400,1.0,1.0,1.0,1.0,0
137401,1.0,1.0,1.0,1.0,0
137402,1.0,1.0,1.0,1.0,0
137403,1.0,1.0,1.0,1.0,0
137404,1.0,1.0,1.0,1.0,0
137405,1.0,1.0,0.5,1.0,0
137406,1.0,1.0,1.0,1.0,0
137407,1.0,0.5,0.5,1.0,0
137408,1.0,1.0,1.0,1.0,0
137409,1.0,1.0,1.0,1.0,0
137410,0.75,1.0,0.75,0.75,0
137411,1.0,1.0,1.0,1.0,0
137412,0.5,1.0,1.0,1.0,0
137413,1.0,1.0,1.0,1.0,0
137414,1.0,1.0,1.0,1.0,0
137415,1.0,1.0,1.0,1.0,0
137416,1.0,1.0,1.0,1.0,0
137417,1.0,1.0,1.0,1.0,0
137418,1.0,1.0,1.0,1.0,0
137419,1.0,1.0,1.0,1.0,0
137420,1.0,1.0,1.0,1.0,0
137421,1.0,1.0,1.0,1.0,0
137422,1.0,1.0,1.0,1.0,0
137423,1.0,1.0,1.0,1.0,0
137424,1.0,1.0,1.0,1.0,0
137425,1.0,1.0,1.0,1.0,0
137426,1.0,1.0,1.0,1.0,0
137427,1.0,1.0,1.0,1.0,0
137428,1.0,1.0,1.0,0.67,0
137429,1.0,1.0,1.0,1.0,0
137430,0.75,0.5,0.5,0.75,0
137431,1.0,1.0,1.0,1.0,0
137432,0.75,0.75,1.0,0.75,0
137433,1.0,1.0,1.0,1.0,0
137434,1.0,0.5,0.5,0.5,0
137435,1.0,1.0,1.0,1.0,0
137436,1.0,1.0,1.0,1.0,0
137437,1.0,1.0,1.0,1.0,0
137438,0.96,0.97,0.86,0.98,0
137439,0.79,0.89,0.96,0.93,0
137440,0.75,0.79,0.73,0.95,0
137441,0.7,0.92,0.9,0.92,0
137442,0.94,0.93,0.93,0.93,0
137443,0.94,0.73,0.91,0.65,0
137444,0.91,0.55,0.93,0.75,0
137445,0.79,0.65,0.96,0.8,0
137446,0.98,0.92,0.95,0.98,0
137447,0.89,0.98,0.82,0.88,0
137448,0.86,0.91,0.95,0.86,0
137449,0.94,0.94,0.59,0.91,0
137450,1.0,0.95,0.76,0.97,0
137451,0.89,0.96,0.66,0.89,0
137452,0.83,0.78,0.78,0.94,0
137453,1.0,1.0,1.0,1.0,0
137454,0.73,0.77,0.77,0.73,0
137455,0.91,0.69,0.75,0.97,0
137456,0.57,0.61,0.57,0.57,0
137457,0.89,0.68,1.0,0.84,0
137458,0.62,1.0,0.81,0.81,0
137459,0.9,0.9,0.93,0.57,0
137460,0.67,0.94,0.94,0.94,0
137461,0.93,1.0,1.0,1.0,0
137462,0.68,0.79,1.0,0.89,0
137463,1.0,1.0,0.85,0.85,0
137464,0.63,0.78,0.85,0.67,0
137465,0.69,1.0,1.0,0.94,0
137466,0.75,1.0,1.0,1.0,0
137467,0.87,0.93,1.0,1.0,0
137468,1.0,1.0,1.0,0.92,0
137469,0.53,0.58,0.42,1.0,0
137470,0.92,0.92,0.92,0.92,0
137471,1.0,0.75,1.0,1.0,0
137472,1.0,0.6,1.0,0.6,0
137473,1.0,0.8,0.7,0.9,0
137474,0.81,0.44,0.88,0.69,0
137475,0.92,0.75,1.0,0.67,0
137476,0.9,0.7,0.9,0.9,0
137477,1.0,1.0,1.0,1.0,0
137478,0.82,1.0,1.0,0.73,0
137479,1.0,0.89,0.78,1.0,0
137480,0.89,1.0,1.0,1.0,0
137481,0.92,1.0,0.92,0.75,0
137482,0.78,0.78,0.56,0.44,0
137483,1.0,0.88,0.88,1.0,0
137484,1.0,0.62,1.0,0.62,0
137485,0.89,1.0,0.44,1.0,0
137486,1.0,0.57,1.0,0.71,0
137487,0.75,0.75,1.0,0.75,0
137488,0.75,1.0,0.75,0.88,0
137489,1.0,0.88,1.0,1.0,0
137490,1.0,0.71,0.86,1.0,0
137491,0.78,0.56,0.89,0.67,0
137492,0.88,0.62,0.75,1.0,0
137493,0.67,1.0,1.0,1.0,0
137494,0.75,0.88,0.88,0.62,0
137495,1.0,0.75,0.88,0.88,0
137496,1.0,0.83,1.0,0.67,0
137497,1.0,1.0,0.71,0.86,0
137498,0.8,1.0,1.0,1.0,0
137499,0.6,0.6,1.0,0.6,0
137500,1.0,1.0,0.6,1.0,0
137501,1.0,1.0,1.0,0.67,0
137502,1.0,0.78,1.0,0.67,0
137503,1.0,0.67,1.0,1.0,0
137504,1.0,0.67,1.0,1.0,0
137505,1.0,1.0,1.0,1.0,0
137506,1.0,0.75,0.75,1.0,0
137507,0.71,0.71,1.0,0.71,0
137508,1.0,1.0,1.0,0.75,0
137509,1.0,1.0,0.75,1.0,0
137510,0.83,0.67,0.83,0.67,0
137511,0.75,1.0,0.75,1.0,0
137512,1.0,1.0,1.0,0.6,0
137513,1.0,1.0,1.0,1.0,0
137514,1.0,0.67,0.67,0.67,0
137515,1.0,0.75,1.0,1.0,0
137516,1.0,0.67,1.0,1.0,0
137517,1.0,1.0,1.0,0.75,0
137518,0.8,0.6,1.0,1.0,0
137519,1.0,1.0,1.0,1.0,0
137520,0.57,0.57,1.0,1.0,0
137521,0.75,0.75,1.0,1.0,0
137522,0.83,0.67,0.5,1.0,0
137523,0.67,0.67,1.0,0.67,0
137524,1.0,1.0,1.0,1.0,0
137525,0.67,1.0,1.0,0.67,0
137526,1.0,1.0,1.0,1.0,0
137527,0.8,1.0,1.0,1.0,0
137528,1.0,1.0,1.0,1.0,0
137529,1.0,1.0,0.6,0.6,0
137530,1.0,0.67,0.67,0.67,0
137531,1.0,1.0,1.0,1.0,0
137532,1.0,1.0,1.0,1.0,0
137533,1.0,1.0,1.0,1.0,0
137534,1.0,1.0,1.0,1.0,0
137535,1.0,0.67,1.0,1.0,0
137536,1.0,1.0,0.67,1.0,0
137537,0.67,0.33,1.0,0.33,0
137538,1.0,1.0,1.0,1.0,0
137539,1.0,1.0,1.0,1.0,0
137540,1.0,1.0,1.0,1.0,0
137541,1.0,0.5,0.5,1.0,0
137542,1.0,1.0,1.0,1.0,0
137543,1.0,1.0,1.0,1.0,0
137544,1.0,1.0,1.0,1.0,0
137545,0.72,0.84,0.9,0.98,0
137546,0.74,0.63,0.59,0.54,0
137547,0.72,0.91,0.78,0.96,0
137548,0.74,0.92,0.97,0.9,0
137549,0.94,0.89,0.5,0.98,0
137550,1.0,0.97,0.82,1.0,0
137551,0.67,0.5,0.72,0.92,0
137552,0.48,0.88,0.8,0.8,0
137553,0.92,0.85,0.96,0.88,0
137554,0.67,0.92,1.0,0.92,0
137555,0.6,0.75,0.7,0.75,0
137556,0.86,0.96,0.57,0.89,0
137557,1.0,1.0,1.0,0.93,0
137558,0.95,0.95,0.6,0.8,0
137559,1.0,0.69,0.88,1.0,0
137560,0.43,0.65,0.55,0.65,0
137561,0.67,1.0,0.53,1.0,0
137562,1.0,0.93,1.0,0.53,0
137563,0.76,1.0,0.59,0.94,0
137564,1.0,1.0,1.0,1.0,0
137565,0.92,0.75,0.67,1.0,0
137566,1.0,0.95,0.77,0.86,0
137567,0.95,0.86,1.0,0.95,0
137568,0.88,0.88,0.88,0.88,0
137569,1.0,0.8,0.8,0.8,0
137570,1.0,0.92,0.85,0.92,0
137571,1.0,0.91,0.91,0.91,0
137572,1.0,0.86,0.91,0.95,0
137573,0.83,0.83,1.0,1.0,0
137574,0.78,0.78,0.78,0.78,0
137575,0.59,0.76,0.59,0.82,0
137576,0.8,0.75,0.95,0.75,0
137577,1.0,1.0,1.0,0.9,0
137578,0.7,0.9,0.9,0.8,0
137579,1.0,1.0,1.0,1.0,0
137580,0.78,1.0,1.0,1.0,0
137581,1.0,1.0,1.0,1.0,0
137582,1.0,1.0,0.86,1.0,0
137583,0.45,0.82,0.91,0.45,0
137584,1.0,1.0,0.5,1.0,0
137585,1.0,1.0,0.57,1.0,0
137586,0.83,0.33,0.67,0.33,0
137587,0.67,0.67,0.67,1.0,0
137588,1.0,1.0,1.0,0.75,0
137589,1.0,0.6,1.0,0.6,0
137590,1.0,0.8,1.0,0.8,0
137591,0.75,0.5,0.75,0.75,0
137592,0.95,0.63,0.92,0.61,0
137593,0.67,0.67,0.67,0.67,0
137594,1.0,1.0,1.0,1.0,0
137595,0.71,0.71,0.86,0.57,0
137596,1.0,1.0,1.0,1.0,0
137597,1.0,1.0,0.5,1.0,0
137598,1.0,0.56,1.0,1.0,0
137599,1.0,0.75,1.0,1.0,0
137600,0.5,0.5,0.5,0.5,0
137601,1.0,1.0,1.0,1.0,0
137602,1.0,0.75,0.75,0.75,0
137603,1.0,0.75,1.0,1.0,0
137604,1.0,0.89,0.79,0.89,0
137605,1.0,1.0,1.0,1.0,0
137606,0.62,0.88,0.88,1.0,0
137607,1.0,1.0,0.8,1.0,0
137608,1.0,1.0,1.0,1.0,0
137609,1.0,1.0,1.0,1.0,0
137610,1.0,1.0,1.0,1.0,0
137611,1.0,1.0,1.0,1.0,0
137612,1.0,1.0,1.0,1.0,0
137613,1.0,1.0,1.0,1.0,0
137614,1.0,1.0,1.0,1.0,0
137615,1.0,1.0,1.0,1.0,0
137616,1.0,1.0,1.0,1.0,0
137617,1.0,0.75,1.0,1.0,0
137618,0.75,0.5,0.75,0.75,0
137619,0.67,1.0,1.0,1.0,0
137620,1.0,1.0,1.0,1.0,0
137621,1.0,1.0,1.0,1.0,0
137622,0.81,0.62,0.94,0.75,0
137623,1.0,1.0,1.0,1.0,0
137624,1.0,0.6,0.6,1.0,0
137625,1.0,1.0,1.0,1.0,0
137626,1.0,1.0,1.0,1.0,0
137627,1.0,1.0,0.8,1.0,0
137628,1.0,0.89,1.0,0.67,0
137629,0.96,0.44,0.98,0.83,0
137630,0.84,0.89,0.95,0.85,0
137631,0.94,0.62,0.94,0.69,0
137632,0.78,0.92,0.77,0.96,0
137633,0.93,0.77,0.92,0.93,0
137634,0.98,0.93,0.97,0.99,0
137635,0.76,0.65,0.78,0.67,0
137636,0.85,0.44,0.82,0.48,0
137637,0.98,1.0,0.65,0.44,0
137638,0.79,0.67,0.63,0.59,0
137639,0.97,0.9,0.57,0.92,0
137640,0.82,0.93,0.94,0.95,0
137641,0.98,0.96,0.85,0.99,0
137642,0.99,0.78,0.83,0.9,0
137643,0.94,0.91,0.58,0.68,0
137644,0.98,0.98,0.96,0.93,0
137645,0.99,0.52,0.98,0.58,0
137646,0.91,0.78,0.98,0.66,0
137647,0.67,0.62,1.0,0.61,0
137648,0.94,0.87,0.99,0.93,0
137649,0.96,0.92,0.79,0.9,0
137650,1.0,0.85,0.99,0.63,0
137651,0.7,0.98,0.96,0.93,0
137652,0.96,0.96,0.97,0.78,0
137653,0.99,0.61,0.75,0.65,0
137654,0.74,0.94,0.99,0.95,0
137655,0.92,0.62,1.0,0.77,0
137656,0.94,0.92,0.64,0.94,0
137657,0.96,0.87,0.87,0.6,0
137658,0.57,0.93,0.81,0.98,0
137659,0.6,0.98,0.7,0.73,0
137660,0.79,0.93,0.93,0.83,0
137661,0.56,0.98,0.98,0.97,0
137662,0.99,0.84,0.96,0.96,0
137663,0.92,0.95,0.62,0.97,0
137664,0.99,0.63,1.0,0.88,0
137665,0.8,0.91,0.98,0.94,0
137666,1.0,0.76,0.82,0.89,0
137667,0.8,0.6,0.78,0.78,0
137668,0.8,0.96,0.96,1.0,0
137669,0.9,0.79,0.9,0.59,0
137670,0.75,1.0,0.98,0.98,0
137671,0.82,1.0,0.69,0.97,0
137672,1.0,0.83,0.9,1.0,0
137673,0.83,0.99,0.98,0.62,0
137674,1.0,0.92,1.0,0.92,0
137675,0.92,0.91,0.84,0.95,0
137676,0.88,0.83,0.94,0.83,0
137677,0.76,0.76,0.97,0.87,0
137678,0.98,0.98,0.98,0.96,0
137679,1.0,0.96,0.86,0.93,0
137680,0.88,0.5,0.84,0.94,0
137681,1.0,1.0,0.84,1.0,0
137682,0.93,0.67,0.98,1.0,0
137683,0.98,0.87,0.82,0.93,0
137684,0.47,0.91,0.93,0.98,0
137685,0.98,0.93,0.6,0.95,0
137686,0.94,0.82,0.76,0.76,0
137687,0.88,0.98,0.77,0.79,0
137688,0.64,0.91,0.74,1.0,0
137689,1.0,0.65,0.9,1.0,0
137690,0.88,1.0,0.88,0.97,0
137691,0.97,1.0,0.53,1.0,0
137692,1.0,0.94,0.85,0.97,0
137693,0.65,0.95,0.88,0.95,0
137694,0.93,0.87,1.0,0.98,0
137695,0.88,1.0,1.0,1.0,0
137696,1.0,0.63,0.96,0.53,0
137697,1.0,0.97,0.97,1.0,0
137698,0.94,0.69,0.64,0.94,0
137699,1.0,0.86,1.0,0.86,0
137700,0.9,0.9,0.97,1.0,0
137701,0.84,0.84,0.7,0.92,0
137702,0.85,0.48,0.44,0.54,0
137703,0.52,0.94,0.98,0.95,0
137704,0.81,0.74,1.0,1.0,0
137705,0.93,0.69,1.0,0.97,0
137706,0.64,0.64,0.62,0.56,0
137707,1.0,0.91,0.96,0.89,0
137708,0.9,0.83,1.0,1.0,0
137709,0.86,0.98,0.73,0.49,0
137710,0.96,0.71,0.68,1.0,0
137711,0.96,0.93,1.0,1.0,0
137712,0.92,0.96,1.0,0.56,0
137713,0.73,0.62,1.0,0.88,0
137714,0.97,0.87,0.77,0.9,0
137715,1.0,0.54,0.97,0.97,0
137716,1.0,1.0,0.96,0.93,0
137717,0.93,0.87,0.97,0.83,0
137718,1.0,0.52,1.0,0.97,0
137719,0.7,0.97,0.92,0.68,0
137720,1.0,0.67,1.0,0.93,0
137721,0.54,1.0,1.0,1.0,0
137722,0.96,0.96,0.84,0.96,0
137723,1.0,1.0,0.48,0.91,0
137724,0.77,0.65,0.96,0.92,0
137725,0.97,0.88,1.0,0.91,0
137726,0.96,0.87,1.0,1.0,0
137727,0.81,0.92,0.81,1.0,0
137728,1.0,1.0,0.81,0.88,0
137729,1.0,0.95,0.68,0.95,0
137730,1.0,0.8,0.92,0.96,0
137731,0.86,1.0,0.95,0.9,0
137732,0.77,0.82,0.68,0.73,0
137733,1.0,1.0,0.95,0.58,0
137734,0.9,0.9,1.0,0.95,0
137735,0.92,0.54,0.96,0.96,0
137736,0.82,0.77,1.0,0.91,0
137737,1.0,1.0,0.64,1.0,0
137738,1.0,0.93,1.0,0.49,0
137739,1.0,1.0,1.0,1.0,0
137740,0.91,1.0,0.91,1.0,0
137741,1.0,1.0,1.0,1.0,0
137742,1.0,0.88,1.0,1.0,0
137743,0.93,1.0,0.93,0.97,0
137744,0.82,0.76,0.94,0.94,0
137745,0.86,0.9,0.9,0.95,0
137746,0.94,0.94,0.89,0.67,0
137747,0.52,0.65,1.0,0.91,0
137748,0.76,0.76,0.76,0.76,0
137749,0.82,0.94,0.94,0.65,0
137750,1.0,0.75,1.0,0.8,0
137751,1.0,0.94,0.94,0.76,0
137752,0.89,0.98,0.57,0.93,0
137753,0.92,1.0,0.5,1.0,0
137754,1.0,1.0,1.0,1.0,0
137755,1.0,0.89,1.0,1.0,0
137756,0.81,0.75,0.75,1.0,0
137757,1.0,0.89,0.68,0.53,0
137758,0.83,0.72,0.72,0.83,0
137759,1.0,0.93,0.87,0.93,0
137760,0.95,0.95,1.0,0.81,0
137761,0.94,0.88,0.88,1.0,0
137762,0.93,0.93,0.87,0.93,0
137763,0.93,0.73,0.73,0.73,0
137764,0.86,0.57,0.79,0.57,0
137765,1.0,0.93,1.0,0.8,0
137766,1.0,0.56,0.94,0.94,0
137767,0.62,0.69,0.88,0.75,0
137768,0.93,1.0,0.64,1.0,0
137769,1.0,0.81,0.94,0.88,0
137770,0.74,0.95,1.0,0.84,0
137771,1.0,1.0,1.0,1.0,0
137772,1.0,0.9,0.95,0.7,0
137773,1.0,0.8,0.87,1.0,0
137774,1.0,0.93,0.73,0.87,0
137775,0.74,0.96,0.96,1.0,0
137776,0.92,0.92,0.69,1.0,0
137777,1.0,0.92,0.92,1.0,0
137778,0.88,0.75,1.0,1.0,0
137779,1.0,1.0,1.0,1.0,0
137780,0.77,0.85,1.0,0.92,0
137781,1.0,0.73,1.0,1.0,0
137782,1.0,0.57,0.93,0.71,0
137783,1.0,1.0,1.0,1.0,0
